Stok Kodu;Urun Adi;Marka;Kategori Yolu;Stok Adedi;Fiyat;Para Birimi;Fiyat (TL);KDV %;Gorsel;Urun Linki
3T1869130;13 MM Extra Uzun Matkap Ucu HSS 1869-3 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;15;73.54;USD;3536.98;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/3T1869130.jpg;https://talhateknik.diaeticaret.com/13mm-extra-uzun-matkap-ucu-hss-1869-3-gt100-eric-p6077
T340130;13 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;60;13.4;USD;644.49;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340130.jpg;https://talhateknik.diaeticaret.com/13mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5941
T340145;14,5 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;28;22.8;USD;1096.59;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340145.jpg;https://talhateknik.diaeticaret.com/14-5mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5944
T340140;14 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;60;20.0;USD;961.92;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340140.jpg;https://talhateknik.diaeticaret.com/14mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5943
T340155;15,5 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;50;27.2;USD;1308.21;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340155.jpg;https://talhateknik.diaeticaret.com/15-5mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5946
T340150;15 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;59;23.0;USD;1106.21;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340150.jpg;https://talhateknik.diaeticaret.com/15mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5945
T340165;16,5 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;37;34.45;USD;1656.91;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340165.jpg;https://talhateknik.diaeticaret.com/16-5mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5948
T340160;16 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;44;27.4;USD;1317.83;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340160.jpg;https://talhateknik.diaeticaret.com/16mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5947
T340175;17,5 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;46;39.33;USD;1891.62;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340175.jpg;https://talhateknik.diaeticaret.com/17-5mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5950
T340170;17 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;58;38.09;USD;1831.98;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340170.jpg;https://talhateknik.diaeticaret.com/17mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5949
T340185;18,5 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;30;44.79;USD;2154.22;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340185.jpg;https://talhateknik.diaeticaret.com/18-5mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5952
T340180;18 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;18;43.29;USD;2082.08;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340180.jpg;https://talhateknik.diaeticaret.com/18mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5951
T340195;19,5 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;61;50.83;USD;2444.72;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340195.jpg;https://talhateknik.diaeticaret.com/19-5mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5954
T340190;19 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;55;49.14;USD;2363.44;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340190.jpg;https://talhateknik.diaeticaret.com/19mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5953
1T1869010;1 MM Extra Uzun Matkap Ucu HSS 1869-1 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;0;1.76;USD;84.65;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/1T1869010.jpg;https://talhateknik.diaeticaret.com/1mm-extra-uzun-matkap-ucu-hss-1869-1-gt100-eric-p5999
2T1869010;1 MM Extra Uzun Matkap Ucu HSS 1869-2 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;0;3.53;USD;169.78;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2T1869010.jpg;https://talhateknik.diaeticaret.com/1mm-extra-uzun-matkap-ucu-hss-1869-2-gt100-eric-p6029
T340010;1 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;4970;0.27;USD;12.99;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340010.jpg;https://talhateknik.diaeticaret.com/1mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5913
1T1869025;2,5 MM Extra Uzun Matkap Ucu HSS 1869-1 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;230;2.4;USD;115.43;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/1T1869025.jpg;https://talhateknik.diaeticaret.com/2-5mm-extra-uzun-matkap-ucu-hss-1869-1-gt100-eric-p6002
2T1869025;2,5 MM Extra Uzun Matkap Ucu HSS 1869-2 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;70;3.1;USD;149.1;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2T1869025.jpg;https://talhateknik.diaeticaret.com/2-5mm-extra-uzun-matkap-ucu-hss-1869-2-gt100-eric-p6032
3T1869025;2,5 MM Extra Uzun Matkap Ucu HSS 1869-3 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;0;3.9;USD;187.57;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/3T1869025.jpg;https://talhateknik.diaeticaret.com/2-5mm-extra-uzun-matkap-ucu-hss-1869-3-gt100-eric-p6056
T340025;2,5 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;2820;0.59;USD;28.38;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340025.jpg;https://talhateknik.diaeticaret.com/2-5mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5916
T340200;20 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;45;55.51;USD;2669.81;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340200.jpg;https://talhateknik.diaeticaret.com/20mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5955
1T1869020;2 MM Extra Uzun Matkap Ucu HSS 1869-1 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;170;1.76;USD;84.65;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/1T1869020.jpg;https://talhateknik.diaeticaret.com/2mm-extra-uzun-matkap-ucu-hss-1869-1-gt100-eric-p6001
2T1869020;2 MM Extra Uzun Matkap Ucu HSS 1869-2 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;170;2.45;USD;117.84;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2T1869020.jpg;https://talhateknik.diaeticaret.com/2mm-extra-uzun-matkap-ucu-hss-1869-2-gt100-eric-p6031
3T1869020;2 MM Extra Uzun Matkap Ucu HSS 1869-3 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;0;3.2;USD;153.91;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/3T1869020.jpg;https://talhateknik.diaeticaret.com/2mm-extra-uzun-matkap-ucu-hss-1869-3-gt100-eric-p6055
T340020;2 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;3840;0.47;USD;22.61;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340020.jpg;https://talhateknik.diaeticaret.com/2mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5915
1T1869032;3,2 MM Extra Uzun Matkap Ucu HSS 1869-1 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;440;3.3;USD;158.72;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/1T1869032.jpg;https://talhateknik.diaeticaret.com/3-2mm-extra-uzun-matkap-ucu-hss-1869-1-gt100-eric-p6004
2T1869032;3,2 MM Extra Uzun Matkap Ucu HSS 1869-2 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;180;5.2;USD;250.1;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2T1869032.jpg;https://talhateknik.diaeticaret.com/3-2mm-extra-uzun-matkap-ucu-hss-1869-2-gt100-eric-p11278
3T1869032;3,2 MM Extra Uzun Matkap Ucu HSS 1869-3 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;150;7.1;USD;341.48;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/3T1869032.jpg;https://talhateknik.diaeticaret.com/3-2mm-extra-uzun-matkap-ucu-hss-1869-3-gt100-eric-p11280
T340032;3,2 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;1920;1.0;USD;48.1;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340032.jpg;https://talhateknik.diaeticaret.com/3-2mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5918
1T1869033;3,3 MM Extra Uzun Matkap Ucu HSS 1869-1 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;0;3.6;USD;173.15;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/1T1869033.jpg;https://talhateknik.diaeticaret.com/3-3mm-extra-uzun-matkap-ucu-hss-1869-1-gt100-eric-p6005
T340033;3,3 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;1480;1.1;USD;52.91;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340033.jpg;https://talhateknik.diaeticaret.com/3-3mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5919
1T1869035;3,5 MM Extra Uzun Matkap Ucu HSS 1869-1 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;340;3.6;USD;173.15;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/1T1869035.jpg;https://talhateknik.diaeticaret.com/3-5mm-extra-uzun-matkap-ucu-hss-1869-1-gt100-eric-p6006
2T1869035;3,5 MM Extra Uzun Matkap Ucu HSS 1869-2 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;190;4.99;USD;240.0;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2T1869035.jpg;https://talhateknik.diaeticaret.com/3-5mm-extra-uzun-matkap-ucu-hss-1869-2-gt100-eric-p6034
3T1869035;3,5 MM Extra Uzun Matkap Ucu HSS 1869-3 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;100;6.55;USD;315.03;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/3T1869035.jpg;https://talhateknik.diaeticaret.com/3-5mm-extra-uzun-matkap-ucu-hss-1869-3-gt100-eric-p6058
T340035;3,5 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;1940;1.1;USD;52.91;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340035.jpg;https://talhateknik.diaeticaret.com/3-5mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5920
1T1869030;3 MM Extra Uzun Matkap Ucu HSS 1869-1 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;0;2.84;USD;136.59;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/1T1869030.jpg;https://talhateknik.diaeticaret.com/3mm-extra-uzun-matkap-ucu-hss-1869-1-gt100-eric-p6003
2T1869030;3 MM Extra Uzun Matkap Ucu HSS 1869-2 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;270;4.1;USD;197.19;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2T1869030.jpg;https://talhateknik.diaeticaret.com/3mm-extra-uzun-matkap-ucu-hss-1869-2-gt100-eric-p6033
3T1869030;3 MM Extra Uzun Matkap Ucu HSS 1869-3 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;180;5.2;USD;250.1;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/3T1869030.jpg;https://talhateknik.diaeticaret.com/3mm-extra-uzun-matkap-ucu-hss-1869-3-gt100-eric-p6057
T340030;3 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;2820;0.91;USD;43.77;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340030.jpg;https://talhateknik.diaeticaret.com/3mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5917
1T1869042;4,2 MM Extra Uzun Matkap Ucu HSS 1869-1 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;380;5.0;USD;240.48;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/1T1869042.jpg;https://talhateknik.diaeticaret.com/4-2mm-extra-uzun-matkap-ucu-hss-1869-1-gt100-eric-p6008
2T1869042;4,2 MM Extra Uzun Matkap Ucu HSS 1869-2 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;190;6.8;USD;327.05;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2T1869042.jpg;https://talhateknik.diaeticaret.com/4-2mm-extra-uzun-matkap-ucu-hss-1869-2-gt100-eric-p6036
3T1869042;4,2 MM Extra Uzun Matkap Ucu HSS 1869-3 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;150;9.67;USD;465.09;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/3T1869042.jpg;https://talhateknik.diaeticaret.com/4-2mm-extra-uzun-matkap-ucu-hss-1869-3-gt100-eric-p11281
T340042;4,2 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;1990;1.45;USD;69.74;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340042.jpg;https://talhateknik.diaeticaret.com/4-2mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5922
1T1869045;4,5 MM Extra Uzun Matkap Ucu HSS 1869-1 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;470;5.7;USD;274.15;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/1T1869045.jpg;https://talhateknik.diaeticaret.com/4-5mm-extra-uzun-matkap-ucu-hss-1869-1-gt100-eric-p6009
2T1869045;4,5 MM Extra Uzun Matkap Ucu HSS 1869-2 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;140;6.83;USD;328.5;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2T1869045.jpg;https://talhateknik.diaeticaret.com/4-5mm-extra-uzun-matkap-ucu-hss-1869-2-gt100-eric-p6037
3T1869045;4,5 MM Extra Uzun Matkap Ucu HSS 1869-3 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;100;9.67;USD;465.09;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/3T1869045.jpg;https://talhateknik.diaeticaret.com/4-5mm-extra-uzun-matkap-ucu-hss-1869-3-gt100-eric-p6060
T340045;4,5 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;970;1.65;USD;79.36;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340045.jpg;https://talhateknik.diaeticaret.com/4-5mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5923
1T1869040;4 MM Extra Uzun Matkap Ucu HSS 1869-1 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;110;4.6;USD;221.24;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/1T1869040.jpg;https://talhateknik.diaeticaret.com/4mm-extra-uzun-matkap-ucu-hss-1869-1-gt100-eric-p6007
2T1869040;4 MM Extra Uzun Matkap Ucu HSS 1869-2 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;150;5.57;USD;267.89;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2T1869040.jpg;https://talhateknik.diaeticaret.com/4mm-extra-uzun-matkap-ucu-hss-1869-2-gt100-eric-p6035
3T1869040;4 MM Extra Uzun Matkap Ucu HSS 1869-3 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;190;8.15;USD;391.98;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/3T1869040.jpg;https://talhateknik.diaeticaret.com/4mm-extra-uzun-matkap-ucu-hss-1869-3-gt100-eric-p6059
T340040;4 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;2730;1.35;USD;64.93;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340040.jpg;https://talhateknik.diaeticaret.com/4mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5921
1T1869052;5,2 MM Extra Uzun Matkap Ucu HSS 1869-1 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;420;8.0;USD;384.77;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/1T1869052.jpg;https://talhateknik.diaeticaret.com/5-2mm-extra-uzun-matkap-ucu-hss-1869-1-gt100-eric-p6011
2T1869052;5,2 MM Extra Uzun Matkap Ucu HSS 1869-2 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;180;10.3;USD;495.39;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2T1869052.jpg;https://talhateknik.diaeticaret.com/5-2mm-extra-uzun-matkap-ucu-hss-1869-2-gt100-eric-p11279
3T1869052;5,2 MM Extra Uzun Matkap Ucu HSS 1869-3 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;150;13.88;USD;667.57;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/3T1869052.jpg;https://talhateknik.diaeticaret.com/5-2mm-extra-uzun-matkap-ucu-hss-1869-3-gt100-eric-p11282
T340052;5,2 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;1910;2.2;USD;105.81;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340052.jpg;https://talhateknik.diaeticaret.com/5-2mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5925
1T1869055;5,5 MM Extra Uzun Matkap Ucu HSS 1869-1 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;380;8.0;USD;384.77;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/1T1869055.jpg;https://talhateknik.diaeticaret.com/5-5mm-extra-uzun-matkap-ucu-hss-1869-1-gt100-eric-p6012
2T1869055;5,5 MM Extra Uzun Matkap Ucu HSS 1869-2 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;140;10.31;USD;495.87;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2T1869055.jpg;https://talhateknik.diaeticaret.com/5-5mm-extra-uzun-matkap-ucu-hss-1869-2-gt100-eric-p6039
3T1869055;5,5 MM Extra Uzun Matkap Ucu HSS 1869-3 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;100;13.88;USD;667.57;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/3T1869055.jpg;https://talhateknik.diaeticaret.com/5-5mm-extra-uzun-matkap-ucu-hss-1869-3-gt100-eric-p6062
T340055;5,5 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;980;2.2;USD;105.81;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340055.jpg;https://talhateknik.diaeticaret.com/5-5mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5926
1T1869050;5 MM Extra Uzun Matkap Ucu HSS 1869-1 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;270;6.66;USD;320.32;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/1T1869050.jpg;https://talhateknik.diaeticaret.com/5mm-extra-uzun-matkap-ucu-hss-1869-1-gt100-eric-p6010
2T1869050;5 MM Extra Uzun Matkap Ucu HSS 1869-2 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;170;8.82;USD;424.21;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2T1869050.jpg;https://talhateknik.diaeticaret.com/5mm-extra-uzun-matkap-ucu-hss-1869-2-gt100-eric-p6038
3T1869050;5 MM Extra Uzun Matkap Ucu HSS 1869-3 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;200;11.72;USD;563.69;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/3T1869050.jpg;https://talhateknik.diaeticaret.com/5mm-extra-uzun-matkap-ucu-hss-1869-3-gt100-eric-p6061
T340050;5 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;1770;1.95;USD;93.79;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340050.jpg;https://talhateknik.diaeticaret.com/5mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5924
1T1869065;6,5 MM Extra Uzun Matkap Ucu HSS 1869-1 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;400;11.2;USD;538.68;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/1T1869065.jpg;https://talhateknik.diaeticaret.com/6-5mm-extra-uzun-matkap-ucu-hss-1869-1-gt100-eric-p6014
2T1869065;6,5 MM Extra Uzun Matkap Ucu HSS 1869-2 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;180;14.17;USD;681.52;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/2T1869065.jpg;https://talhateknik.diaeticaret.com/6-5mm-extra-uzun-matkap-ucu-hss-1869-2-gt100-eric-p6041
3T1869065;6,5 MM Extra Uzun Matkap Ucu HSS 1869-3 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;130;20.03;USD;963.36;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/3T1869065.jpg;https://talhateknik.diaeticaret.com/6-5mm-extra-uzun-matkap-ucu-hss-1869-3-gt100-eric-p6064
T340065;6,5 MM Uzun Taşlanmış Matkap Ucu HSS DIN340RN ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;1940;3.15;USD;151.5;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T340065.jpg;https://talhateknik.diaeticaret.com/6-5mm-uzun-taslanmis-matkap-ucu-hss-din340rn-eric-p5928
1T1869068;6,8 MM Extra Uzun Matkap Ucu HSS 1869-1 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>Uzun Matkap Uçları;0;11.75;USD;565.13;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/1T1869068.jpg;https://talhateknik.diaeticaret.com/6-8mm-extra-uzun-matkap-ucu-hss-1869-1-gt100-eric-p6015
